Frecuencia,Palabra,Significado
1942,いったん,adv. once; for a moment
1943,取り入れる,v. take in; adopt; harvest
1944,モテる,v. be popular
1945,都会,n. city
1946,大量,"n., na-adj. large quantity, a lot"
1947,発言（する）,[1] n. remark [2] v. speak
1948,炒める,"v. fry, stir-fry"
1949,投げる,v. throw; give up
1950,玄関,"n. entrance, front door"
1951,一種,"n. kind, sort, species"
1952,世代,n. generation
1953,にあたって,cp. at the time of
1954,申し込み,n. application
1955,高まる,"v. rise, heighten, grow"
1956,証明（する）,[1] n. proof [2] v. prove
1957,沸く,v. boil; be in uproar
1958,必死,na-adj. desperate
1959,真剣,na-adj. serious
1960,まさか,"[1] adv. surely not, cannot possibly [2] n. the worst"
1961,ごめんなさい,"interj. I’m sorry, Excuse me"
1962,画面,n. screen
1963,米【こめ】,n. rice
1964,成果,"n. result, product"
1965,物語,"n. tale, story"
1966,日時,n. date and time
1967,来年,n. next year
1968,巻く,"v. roll up, wind up; wear around"
1969,こっち,pron. here; this; I; we
1970,必ずしも,"adv. not necessarily, not always"
1971,たっぷり,"[1] adv. full, plenty [2] n. fullness"
1972,はやる,"v. be fashionable, be popular, go around"
1973,恐ろしい,"i-adj. terrible, frightful, amazing, awful"
1974,中身,n. contents; substance
1975,スピード,n. speed
1976,一歩,n. step
1977,牛乳,n. (cow’s) milk
1978,否定（する）,"[1] n. denial, negative [2] v. deny"
1979,踏まえる,v. be based on
1980,若干,"[1] adv. slightly [2] n. a little, few, some"
1981,箱,"n. box, case"
1982,テニス,n. tennis
1983,アパート,n. apartment
1984,面接（する）,[1] n. interview [2] v. interview
1985,住民,"n. inhabitant, resident"
1986,て参る,"cp. begin to, come to; have been; go and come (humble)"
1987,ギター,n. guitar
1988,要素,"n. element, factor"
1989,泳ぐ,v. swim
1990,大勢,"n. a large number of, many"
1991,習慣,"n. custom, habit"
1992,込める,"v. put into, pour into"
1993,風邪,n. cold
1994,調整（する）,[1] n. adjustment [2] v. adjust
1995,踊る,v. dance
1996,とも,"p. all, both"
1997,タクシー,n. taxi
1998,教会,n. church
1999,攻撃（する）,[1] n. attack [2] v. attack
2000,五時,n. five o’clock
2001,（お）弁当,n. lunch box
2002,方達,n. people (honorific)
2003,久しぶり,n. after a long time
2004,とたん,n. as soon as
2005,要する,"v. need, take"
2006,幅,"n. width, breadth; difference; latitude"
2007,周辺,"n. outskirts, around"
2008,十日,n. tenth (date); ten days
2009,取得（する）,[1] n. acquisition [2] v. acquire
2010,挑戦（する）,"[1] n. challenge [2] v. challenge, try"
2011,独立（する）,[1] n. independence [2] v. be independent
2012,収入,n. income
2013,ぜ,p. EMPHASIS
2014,市場,n. market
2015,着物,n. kimono
2016,メニュー,n. menu
2017,夏休み,n. summer holiday
2018,壊す,v. break; impair; upset
2019,なさる,v. do (honorific)
2020,仮,"n. temporary, provisional; assumed"
2021,かえって,"adv. on the contrary, rather"
2022,関する,"v. be related to, be concerned with"
2023,輸入（する）,[1] n. import [2] v. import
2024,満たす,"v. fill, satisfy, meet"
2025,いわば,"adv. so to speak, as it were"
2026,スタッフ,n. staff
2027,住所,n. address
2028,平気,"[1] na-adj. insensitive, fine [2] n. calmness"
2029,コース,"n. course, route, lane"
2030,訪ねる,"v. visit, go to see"
2031,鍵,n. key
2032,世界中,"n. around the world, throughout the world"
2033,下手,"na-adj. not good at, poor, bad, unskilled"
2034,詩,"n. poem, poetry"
2035,経過（する）,"[1] n. progress, development [2] v. pass"
2036,整える,"v. arrange, prepare"
2037,ツアー,n. tour
2038,西,n. west
2039,事項,"n. matter, fact, item"
2040,塾,n. cram school
2041,去る,"v., adn. leave, pass, be gone"
2042,五人,n. five people
2043,入り口,n. entrance
2044,改めて,adv. over again; some other time
2045,県,n. prefecture
2046,断る,"v. decline, refuse, reject, turn down; ask permission; give notice"
2047,事務所,n. office
2048,大さじ,n. tablespoon
2049,整理（する）,"[1] n. arrangement [2] v. arrange, put in order, dispose of"
2050,耐える,"v. stand, endure, bear"
2051,職員,n. staff member
2052,コメント（する）,[1] n. comment [2] v. comment
2053,五分,n. five minutes
2054,発揮（する）,"[1] n. exhibition, show [2] v. display, exhibit"
2055,閉じる,"v. close, shut"
2056,芝居,"n. play, drama"
2057,分析（する）,[1] n. analysis [2] v. analyze
2058,解釈（する）,[1] n. interpretation [2] v. interpret
2059,奪う,"v. rob, take by force; fascinate"
2060,三ヶ月,n. three months
2061,注文（する）,[1] n. order [2] v. order
2062,傷,n. injury; scratch; bruise; flaw; stain
2063,外国人,n. foreigner
2064,八時,n. eight o’clock
2065,冷蔵庫,n. refrigerator
2066,任せる,"v. entrust, leave"
2067,配慮（する）,[1] n. consideration [2] v. consider
2068,赤,n. red
2069,かぶる,"v. put on, cover"
2070,海外旅行,"n. travel abroad, foreign trip"
2071,営業（する）,"[1] n. business, sales [2] v. do business"
2072,水【すい】,"n. Wednesday, Wed."
2073,なるほど,"adv. I see, indeed, to be sure, of course"
2074,空港,n. airport
2075,交換（する）,[1] n. exchange [2] v. exchange
2076,生える,"v. grow, sprout, cut (teeth),"
2077,防ぐ,"v. defend, protect; prevent, keep away"
2078,ホームページ,n. home page
2079,妊娠（する）,[1] n. pregnancy [2] v. get pregnant
2080,貸す,"v. lend, rent"
2081,ママ,"n. mom, mummy"
2082,空く【あく】,"v. become vacant, be free"
2083,危ない,"i-adj. dangerous, risky; questionable"
2084,まっすぐ,"[1] n. straight, direct [2] adv. honest"
2085,映像,"n. picture, image, video"
2086,壊れる,"v. be broken, be damaged; be destroyed"
2087,破壊（する）,"[1] n. destruction, demolition [2] v. destroy, demolish"
2088,削除（する）,[1] n. deletion [2] v. delete
2089,派遣（する）,"n., v. dispatch, send"
2090,カード,n. card
2091,改正（する）,[1] n. amendment [2] v. amend
2092,世間,"n. world, public, society"
2093,手伝う,v. help
2094,社員,"n. employee, member of staff"
2095,月【げつ】,"n. Monday, Mon."
2096,信頼（する）,"n., v. trust, rely on"
2097,沿う,"v. along; in line with, according to, meet"
2098,輝く,"v. shine, glitter, twinkle, glow"
2099,三時,n. three o’clock
2100,ペット,n. pet
2101,世,"n. world, public; age, reign"
2102,不可能,[1] na-adj. impossible [2] n. impossibility
2103,襲う,"v. attack, hit; seize"
2104,問,n. question number; counter for questions
2105,サイト,n. website
2106,ボランティア,n. volunteer
2107,問題点,"n. problem, point at issue"
2108,一人一人,"n. one by one, each (people)"
2109,サイズ,n. size
2110,建設（する）,"[1] n. construction [2] v. build, construct"
2111,線,n. line
2112,子育て,"n. child rearing, bringing up one’s child"
2113,願い,"n. wish, hope"
2114,よろしい,"i-adj. all right, good, may (I) (formal)"
2115,二十分,n. twenty minutes
2116,モデル,n. model
2117,余計,"na-adj. additional, extra"
2118,引き続く,v. continue; follow
2119,移す,"v. move, transfer, shift"
2120,募集（する）,[1] n. recruitment [2] v. recruit
2121,りんご,n. apple
2122,まずい,i-adj. not taste good; awkward
2123,食料,"n. food, provisions"
2124,優勝（する）,"[1] n. championship, victory [2] v. win"
2125,間【かん】,n. during; between
2126,属する,"v. belong to, be a member of"
2127,豊富,"na-adj. rich, abundant"
2128,消費者,n. consumer
2129,喉,n. throat; voice
2130,布団,"n. futon, Japanese-style bedding"
2131,十五分,n. fifteen minutes
2132,宇宙,"n. universe, space"
2133,同じく,"adv. likewise, like, as"
2134,資金,n. funds
2135,しかたない,"i-adj. It can’t be helped, be beyond any help, I can’t help ..."
2136,料金,"n. charge, fee, fare"
2137,デパート,n. department store
2138,地図,n. map
2139,唇,n. lip
2140,釣り,n. fishing
2141,十五日,n. fifteenth (date); fifteen days
2142,駅前,n. in front of the station
2143,つつある,"cp. be in the process of doing, be doing"
2144,ご覧,"n. looking, seeing (honorific)"
2145,大会,"n. convention, mass meeting, tournament"
2146,拾う,"v. pick up, gather, pick out"
2147,いざ,"adv. when one comes to, if compelled"
2148,二番目,n. second
2149,良さ,"n. good point, good"
2150,たって,p. even if
2151,素材,n. material
2152,設立（する）,"[1] n. establishment [2] v. establish, set up"
2153,なので,"conj. because, as"
2154,絞る,v. squeeze
2155,ところで,"conj. by the way, well"
2156,江戸,n. Edo
2157,下る,v. go down
2158,二十,num. twenty
2159,反映（する）,[1] n. reflection [2] v. reflect
2160,天気,n. weather
2161,作家,n. writer
2162,減らす,"v. reduce, cut down"
2163,十五,num. fifteen
2164,ゴルフ,n. golf
2165,敷く,"v. spread, lay"
2166,合格（する）,[1] n. passing an exam [2] v. pass an exam
2167,日常,"n., adv. everyday, daily, usually"
2168,毎回,n. every time
2169,影,n. shadow
2170,うるさい,i-adj. noisy; annoying
2171,法,n. law
2172,罪,n. crime; guilt
2173,まるい,"i-adj. round, circular"
2174,団体,"n. party, group, organization"
2175,詳細,[1] n. details [2] na-adj. detailed
2176,洋服,"n. clothes, suit, dress"
2177,承知（する）,"[1] n. agreement [2] v. agree, understand"
2178,多数,"n. many, a number of"
2179,運営（する）,"[1] n. management [2] v. manage, run"
2180,生き方,n. way of life
2181,備える,"v. get something ready, prepare"
2182,おしゃれ,"na-adj. fashionable, smart"
2183,住宅,"n. house, residence"
2184,考慮（する）,"[1] n. thought [2] v. think over, consider"
2185,働き,n. work
2186,踏む,"v. step on, tread on"
2187,ファイル,n. file
2188,有り,v. n. exist; live
2189,要因,"n. factor, main cause"
2190,わし,n. I (used by old men)
2191,火【か】,"n. fire; Tuesday, Tue."
2192,偶然,"[1] adv. by chance [2] n. chance, accident"
2193,だって,"conj. because, but"
2194,不満,"[1] n. dissatisfaction, discontent [2] na-adj. discontented"
2195,クラブ,n. club
2196,懐かしい,i-adj. nostalgic
2197,ページ,n. page
2198,止む,v. stop
2199,外れる,"v. be off, get out of place, be dislocated"
2200,経済的,na-adj. economical; economic; financial
2201,机,n. desk
2202,使い方,n. how to use
2203,ハワイ,n. Hawaii
2204,予算,"n. estimate, budget"
2205,真面目,na-adj. serious; steady; honest
2206,勇気,"n. courage, bravery"
2207,皿,"n. plate, dish"
2208,ありがたい,"i-adj. kind, welcome"
2209,視点,n. viewpoint
2210,素直,"na-adj. obedient, tame"
2211,表面,"n. surface, outside, appearance"
2212,コピー（する）,[1] n. copy [2] v. copy
2213,削る,"v. save; sharpen, plane"
2214,部活,n. club
2215,サラリーマン,"n. salaried worker, office worker"
2216,制限（する）,"[1] n. restriction [2] v. limit, restrict"
2217,実験（する）,[1] n. experimentation [2] v. experiment
2218,ニューヨーク,n. New York
2219,確かめる,"v. confirm, make sure"
2220,東【ひがし】,n. east
2221,主人公,"n. hero, heroine"
2222,もっとも,"conj. though, although"
2223,アメリカ人,n. American (person)
2224,テスト（する）,[1] n. test [2] v. test
2225,高校時代,n. high school days
2226,満足（する）,[1] n. satisfaction [2] v. be satisfied
2227,愛情,"n. love, affection"
2228,微妙,"na-adj. delicate, subtle"
2229,生み出す,"v. create, invent"
2230,ビル,n. building
2231,あらかじめ,"adv. beforehand, in advance"
2232,財産,n. property; fortune
2233,証拠,n. evidence
2234,我,pron. I; oneself
2235,訓練（する）,[1] n. training [2] v. train
2236,区別（する）,[1] n. distinction [2] v. distinguish
2237,四日,n. fourth (date); four days
2238,サークル,"n. circle, club"
2239,皆様,n. everybody
2240,光景,"n. sight, spectacle"
2241,パターン,n. pattern
2242,シーン,n. scene
2243,新鮮,na-adj. fresh
2244,恵まれる,v. be blessed
2245,煮る,"v. boil, cook"
2246,旨,n. effect; principle
2247,反省（する）,"[1] n. soul-searching, reflection [2] v. reflect on"
2248,放送（する）,"[1] n. broadcasting, telecasting [2] v. broadcast"
2249,人間関係,n. interpersonal relationship
2250,ボタン,n. button
2251,少女,n. girl
2252,命ずる,v. order
2253,自己,"n. oneself, self"
2254,ロンドン,n. London
2255,端【はし】,"n. end, tip, edge"
2256,加わる,"v. increase, add; join"
2257,規模,n. scale
2258,悩み,"n. trouble, worry"
2259,鳴る,v. sound; ring
2260,運,"n. luck, fortune"
2261,ルール,n. rule
2262,妙,"na-adj. strange, curious"
2263,告げる,"v. tell, announce"
2264,恋,n. love (romantic)
2265,現象,"n. phenomenon, happening; phase"
2266,ベース,"n. base, basis"
2267,ネット,n. net
2268,許可（する）,"[1] n. permission, leave [2] v. permit, authorize"
2269,商売,n. business
2270,積む,"v. pile up, heap up; acquire, accumulate"
2271,文句,n. words; complaint
2272,発想,"n. idea, conception"
2273,見なす,"v. be considered, look upon"
2274,親戚,n. relative
2275,大幅,"na-adj. steep, big, sharp"
2276,アドバイス,n. advice
2277,ダイエット（する）,[1] n. diet [2] v. go on a diet
2278,生命,n. life
2279,中央,n. center adj. central
2280,発行（する）,"[1] n. publication, issue [2] v. publish, issue"
2281,ほめる,"v. praise, speak well of, commend"
2282,カナダ,n. Canada
2283,請求（する）,"[1] n. demand, request, charge [2] v. demand, claim"
2284,企画（する）,[1] n. planning [2] v. plan
2285,話し合う,"v. talk, discuss"
2286,注ぐ【そそぐ】,v. flow into; water; pour
2287,増す,v. increase
2288,浴びる,v. bathe; pour
2289,縁【えん】,"n. chance, fate, destiny"
2290,吐く【はく】,"v. exhale, breathe out; vomit; spit"
2291,渋谷,n. Shibuya (place name)
2292,間違える,v. make a mistake
2293,セット,n. set
2294,てはならない,"cp. must not, should not"
2295,明かり,n. light
2296,玉ねぎ,n. onion
2297,しかない,"cp. can’t but, can only, have no choice"
2298,合計（する）,[1] n. sum total [2] v. total
2299,良し,"i-adj. good, OK"
2300,二本,n. two (long/cylindrical objects)
2301,御,prefix POLITENESS PREFIX
2302,貴重,"na-adj. precious, valuable"
2303,引っ張る,v. pull
2304,城,n. castle
2305,対処（する）,"[1] n. handling, coping [2] v. deal with"
2306,覆う,v. cover
2307,教授,n. professor
2308,橋,n. bridge
2309,巨大,"na-adj. huge, enormous, gigantic"
2310,あちらこちら,pron. here and there
2311,苦手,"na-adj. not good at, weak point"
2312,スタイル,"n. style, body, figure"
2313,テント,n. tent
2314,ユダヤ人,"n. Jew, Jewish person"
2315,主,"n. head, master"
2316,意志,"n. will, willpower"
2317,容易,na-adj. easy
2318,しばしば,"adv. always, often"
2319,のんびり,"adv. tranquil, leisurely, easygoing"
2320,話しかける,v. speak to
2321,揃える,"v. arrange, prepare"
2322,毎月,n. every month
2323,礼,n. bow; courtesy
2324,つぶやく,"v. mutter, murmur"
2325,抵抗（する）,"[1] n. resistance [2] v. resist, offer opposition"
2326,十一時,n. eleven o’clock
2327,恐怖,"n. fear, dread, terror"
2328,支配（する）,"[1] n. rule, control [2] v. rule, control, govern"
2329,右手,n. right hand
2330,親しい,"i-adj. close, friendly"
2331,間違い無い,i-adj. must be
2332,禁止（する）,"[1] n. prohibition, ban [2] v. prohibit, ban"
2333,怒り,"n. anger, rage, fury"
2334,本格的,"na-adj. genuine, real; full-scale"
2335,命令（する）,"[1] n. order, command, direction [2] v. order, command"
